doc_id;babelSynsetID;fragment;count
2013-RZS;bn:00070697n;set;3
2013-RZS;bn:00074152n;steering committee;1
2013-RZS;bn:00074971n;subset;1
2013-RZS;bn:00075310n;supervisor;2
2013-RZS;bn:00075538n;swedish;2
2013-RZS;bn:00076180n;task force;1
2013-RZS;bn:00077270n;time;3
2013-RZS;bn:00077585n;tool;3
2013-RZS;bn:00082226v;achieve;3
2013-RZS;bn:00082553v;changing;1
2013-RZS;bn:00082712v;implementing;1
2013-RZS;bn:00082720v;assess;1
2013-RZS;bn:00082937v;authorizing;1
2013-RZS;bn:00083187v;represents;1
2013-RZS;bn:00083240v;related;5
2013-RZS;bn:00084331v;buying;2
2013-RZS;bn:00084527v;handling;1
2013-RZS;bn:00084730v;centralized;6
2013-RZS;bn:00084733v;reflected;4
2013-RZS;bn:00084792v;steering;5
2013-RZS;bn:00084801v;characterized;5
2013-RZS;bn:00085279v;cooperate;1
2013-RZS;bn:00085339v;encountered;1
2013-RZS;bn:00085461v;compensate;2
2013-RZS;bn:00085742v;projects;1
2013-RZS;bn:00085794v;coordinating;1
2013-RZS;bn:00086008v;created;2
2013-RZS;bn:00086366v;decentralized;4
2013-RZS;bn:00086370v;decide;1
2013-RZS;bn:00086618v;deployed;1
2013-RZS;bn:00086833v;elaborate;1
2013-RZS;bn:00087335v;driven;1
2013-RZS;bn:00087587v;enabling;3
2013-RZS;bn:00087608v;ended;1
2013-RZS;bn:00087826v;illustrate;2
2013-RZS;bn:00088083v;federated;3
2013-RZS;bn:00088488v;forming;3
2013-RZS;bn:00088629v;functioning;1
2013-RZS;bn:00088990v;governed;1
2013-RZS;bn:00089664v;incorporate;1
2013-RZS;bn:00089667v;increasing;1
2013-RZS;bn:00090897v;monitoring;1
2013-RZS;bn:00091028v;needs;1
2013-RZS;bn:00091198v;oriented;1
2013-RZS;bn:00093287v;states;1
2013-RZS;bn:00096151a;able;3
2013-RZS;bn:00096366a;wide;4
2013-RZS;bn:00096803a;crucial;1
2013-RZS;bn:00097372a;applicable;1
2013-RZS;bn:00097982a;problematic;1
2013-RZS;bn:00099258a;key;1
2013-RZS;bn:00099441a;central;6
2013-RZS;bn:00099443a;centralized;5
2013-RZS;bn:00099598a;main;4
2013-RZS;bn:00100194a;conceptual;2
2013-RZS;bn:00100361a;modern;1
2013-RZS;bn:00100485a;corporate;2
2013-RZS;bn:00101348a;different;1
2013-RZS;bn:00102521a;executable;1
2013-RZS;bn:00102871a;federal;1
2013-RZS;bn:00102874a;federated;2
2013-RZS;bn:00103718a;graduate;2
2013-RZS;bn:00104162a;high;1
2013-RZS;bn:00104196a;higher;1
2013-RZS;bn:00107970a;organizational;37
2013-RZS;bn:00108069a;prominent;1
2013-RZS;bn:00109650a;related;4
2013-RZS;bn:00111285a;strategic;1
2013-RZS;bn:00111325a;structured;1
2013-RZS;bn:00111806a;theoretical;2
2013-RZS;bn:00113455a;useful;1
2013-RZS;bn:00113570a;vertical;1
2013-RZS;bn:00114451r;automatically;1
2013-RZS;bn:00115880r;more and more;2
2013-RZS;bn:00118012n;postgraduate research;1
2013-RZS;bn:00122437n;research question;1
2013-RZS;bn:00181492n;structurer;4
2013-RZS;bn:00332662n;operating model;1
2013-RZS;bn:00462908n;design science;2
2013-RZS;bn:00509456n;enterprise system;1
2013-RZS;bn:00655130n;enterprise architecture;6
2013-RZS;bn:00758002n;requirements elicitation;2
2013-RZS;bn:01058411n;process improvement;1
2013-RZS;bn:01531815n;ea ea;1
2013-RZS;bn:01615164n;enterprise software;2
2013-RZS;bn:01674281n;corporate governance;1
2013-RZS;bn:01718454n;peer production;2
2013-RZS;bn:01740508n;project leader;2
2013-RZS;bn:01858002n;agility;1
2013-RZS;bn:01996781n;risk management;1
2013-RZS;bn:02004095n;org;3
2013-RZS;bn:02387665n;collaboration;3
2013-RZS;bn:02468375n;strategic alignment;1
2013-RZS;bn:02631373n;objectif;5
2013-RZS;bn:02821428n;1990s;1
2013-RZS;bn:02887814n;challenger;1
2013-RZS;bn:03086464n;emergence;1
2013-RZS;bn:03218093n;bottom up;6
2013-RZS;bn:03439996n;organizational structure;19
2013-RZS;bn:03507965n;systems science;1
2013-RZS;bn:03515332n;soa;4
2013-RZS;bn:03596061n;knowledge management;1
2013-RZS;bn:03679736n;soa governance;1
2013-RZS;bn:03684673n;best practice;2
2013-RZS;bn:03788121n;design science research;1
2013-RZS;bn:14041174n;virtual organization;1
2013-RZS;bn:15125301n;system;4
2013-RZS;bn:16345705n;coopetitions;1
2013-RZS;bn:17191954n;decentralized decision making;1
2013-SRZN;bn:00000111n;iv;1
2013-SRZN;bn:00000765n;accreditation;3
2013-SRZN;bn:00000870n;success;1
2013-SRZN;bn:00001371n;adhocracy;4
2013-SRZN;bn:00001426n;governance;20
2013-SRZN;bn:00001961n;authority;20
2013-SRZN;bn:00002179n;target;7
2013-SRZN;bn:00002355n;al;1
2013-SRZN;bn:00002740n;alignment;1
2013-SRZN;bn:00002912n;allocation;1
2013-SRZN;bn:00003341n;states;2
2013-SRZN;bn:00003840n;anarchy;2
2013-SRZN;bn:00005095n;application;3
2013-SRZN;bn:00005105n;technology;3
2013-SRZN;bn:00005435n;designer;4
2013-SRZN;bn:00005442n;architecture;27
2013-SRZN;bn:00005513n;area;2
2013-SRZN;bn:00005927n;art;2
2013-SRZN;bn:00007096n;audience;1
2013-SRZN;bn:00007287n;authors;2
2013-SRZN;bn:00007985n;study;5
2013-SRZN;bn:00008794n;infrastructure;3
2013-SRZN;bn:00009657n;behavior;1
2013-SRZN;bn:00009718n;credibility;1
2013-SRZN;bn:00014137n;business;23
2013-SRZN;bn:00014158n;business executives;1
2013-SRZN;bn:00014732n;standardization;3
2013-SRZN;bn:00015496n;capital;1
2013-SRZN;bn:00016098n;rogers;1
2013-SRZN;bn:00016287n;implementation;6
2013-SRZN;bn:00016403n;suits;2
2013-SRZN;bn:00016413n;type;4
2013-SRZN;bn:00017184n;cns;2
2013-SRZN;bn:00017196n;centralization;15
2013-SRZN;bn:00019073n;cid;2
2013-SRZN;bn:00019763n;customer;2
2013-SRZN;bn:00020452n;process;25
2013-SRZN;bn:00020508n;coined terms;1
2013-SRZN;bn:00021221n;communication;12
2013-SRZN;bn:00021230n;communication technology;1
2013-SRZN;bn:00021248n;community;1
2013-SRZN;bn:00021286n;company;5
2013-SRZN;bn:00021383n;complexity;4
2013-SRZN;bn:00021477n;life;1
2013-SRZN;bn:00021497n;software;15
2013-SRZN;bn:00021547n;concept;13
2013-SRZN;bn:00021961n;results;5
2013-SRZN;bn:00022007n;integration;7
2013-SRZN;bn:00022227n;contract;2
2013-SRZN;bn:00022303n;control systems;1
2013-SRZN;bn:00022452n;cooperation;2
2013-SRZN;bn:00022991n;creation;2
2013-SRZN;bn:00023236n;state;4
2013-SRZN;bn:00023853n;criteria;9
2013-SRZN;bn:00024712n;network;8
2013-SRZN;bn:00025331n;information systems;2
2013-SRZN;bn:00025691n;decentralization;47
2013-SRZN;bn:00025693n;decision making;16
2013-SRZN;bn:00025913n;lack;3
2013-SRZN;bn:00025928n;definition;6
2013-SRZN;bn:00026060n;deliverables;2
2013-SRZN;bn:00026107n;demand;1
2013-SRZN;bn:00028142n;domain;1
2013-SRZN;bn:00029678n;economy;1
2013-SRZN;bn:00029876n;effectiveness;1
2013-SRZN;bn:00030122n;voter;1
2013-SRZN;bn:00030721n;goal;10
2013-SRZN;bn:00030747n;risk;2
2013-SRZN;bn:00030844n;participation;1
2013-SRZN;bn:00031009n;initiative;3
2013-SRZN;bn:00031027n;entities;5
2013-SRZN;bn:00031063n;submission;2
2013-SRZN;bn:00031485n;errors;1
2013-SRZN;bn:00031973n;evaluation;2
2013-SRZN;bn:00032060n;evolution;3
2013-SRZN;bn:00032100n;example;4
2013-SRZN;bn:00032179n;senior management;1
2013-SRZN;bn:00032180n;executives;4
2013-SRZN;bn:00032306n;experience;1
2013-SRZN;bn:00032322n;expert;2
2013-SRZN;bn:00033729n;way;18
2013-SRZN;bn:00033948n;feedback;1
2013-SRZN;bn:00035426n;fluid;1
2013-SRZN;bn:00035907n;kind;2
2013-SRZN;bn:00036202n;france;1
2013-SRZN;bn:00036821n;gs;3
2013-SRZN;bn:00036826n;procedures;1
2013-SRZN;bn:00036845n;interaction;3
2013-SRZN;bn:00037180n;game;1
2013-SRZN;bn:00041942n;group;3
2013-SRZN;bn:00044017n;hierarchy;4
2013-SRZN;bn:00044018n;hierarchical organizations;5
2013-SRZN;bn:00044268n;history;1
2013-SRZN;bn:00045632n;theory;1
2013-SRZN;bn:00045800n;idea;4
2013-SRZN;bn:00046516n;individuals;7
2013-SRZN;bn:00046576n;industry;1
2013-SRZN;bn:00046591n;inertia;1
2013-SRZN;bn:00046665n;space;1
2013-SRZN;bn:00046705n;information;6
2013-SRZN;bn:00047021n;reason;1
2013-SRZN;bn:00047072n;interdependencies;2
2013-SRZN;bn:00047172n;site;3
2013-SRZN;bn:00047181n;interoperability;2
2013-SRZN;bn:00047192n;interplay;1
2013-SRZN;bn:00047358n;investments;1
2013-SRZN;bn:00049181n;sweden;2
2013-SRZN;bn:00049573n;project;12
2013-SRZN;bn:00050954n;freedom;2
2013-SRZN;bn:00051472n;liquid;1
2013-SRZN;bn:00051538n;literature;5
2013-SRZN;bn:00053116n;management;32
2013-SRZN;bn:00053823n;change;7
2013-SRZN;bn:00053849n;matrix;8
2013-SRZN;bn:00054019n;measurement;1
2013-SRZN;bn:00054633n;methodology;13
2013-SRZN;bn:00055624n;monarchy;4
2013-SRZN;bn:00055644n;money;1
2013-SRZN;bn:00056037n;motivation;2
2013-SRZN;bn:00057017n;environment;8
2013-SRZN;bn:00059480n;organizations;99
2013-SRZN;bn:00059953n;owner;2
2013-SRZN;bn:00059958n;owners;1
2013-SRZN;bn:00061047n;sponsor;1
2013-SRZN;bn:00061450n;people;2
2013-SRZN;bn:00061898n;phase;9
2013-SRZN;bn:00062759n;plan;1
2013-SRZN;bn:00063940n;power;3
2013-SRZN;bn:00063983n;pr;1
2013-SRZN;bn:00064594n;production;12
2013-SRZN;bn:00064728n;validation;1
2013-SRZN;bn:00067030n;relevance;5
2013-SRZN;bn:00067280n;research;4
2013-SRZN;bn:00067807n;rights;5
2013-SRZN;bn:00068220n;roof;2
2013-SRZN;bn:00069579n;strategy;6
2013-SRZN;bn:00069670n;science;1
2013-SRZN;bn:00070193n;segment;18
2013-SRZN;bn:00070206n;sector;1
2013-SRZN;bn:00070697n;set;10
2013-SRZN;bn:00073699n;team;2
2013-SRZN;bn:00074874n;sub contractor;1
2013-SRZN;bn:00075310n;supervisor;1
2013-SRZN;bn:00075722n;synergy;1
2013-SRZN;bn:00076180n;task force;1
2013-SRZN;bn:00076251n;taxonomy;3
2013-SRZN;bn:00076338n;technician;2
2013-SRZN;bn:00076373n;video;1
2013-SRZN;bn:00077585n;tool;1
2013-SRZN;bn:00078496n;trustworthiness;1
2013-SRZN;bn:00078848n;federal government of the united states;2
2013-SRZN;bn:00082226v;achieve;3
2013-SRZN;bn:00082489v;targeted;2
2013-SRZN;bn:00082531v;facilitate;1
2013-SRZN;bn:00082553v;changing;3
2013-SRZN;bn:00082705v;employs;5
2013-SRZN;bn:00082720v;assess;1
2013-SRZN;bn:00082913v;manifesting;1
2013-SRZN;bn:00083187v;represents;2
2013-SRZN;bn:00083193v;cost;1
2013-SRZN;bn:00083240v;related;4
2013-SRZN;bn:00083370v;regarding;1
2013-SRZN;bn:00084186v;budgeting;3
2013-SRZN;bn:00084593v;conducted;1
2013-SRZN;bn:00084611v;divided;1
2013-SRZN;bn:00084730v;centralized;8
2013-SRZN;bn:00084931v;selected;3
2013-SRZN;bn:00085279v;cooperate;2
2013-SRZN;bn:00085337v;occur;1
2013-SRZN;bn:00085742v;projects;1
2013-SRZN;bn:00085794v;coordinating;2
2013-SRZN;bn:00086366v;decentralized;6
2013-SRZN;bn:00086370v;decide;3
2013-SRZN;bn:00086435v;taken for;1
2013-SRZN;bn:00086468v;defined;1
2013-SRZN;bn:00086800v;distinguish;1
2013-SRZN;bn:00086931v;discuss;2
2013-SRZN;bn:00087107v;performed;1
2013-SRZN;bn:00087587v;enabling;2
2013-SRZN;bn:00088629v;functioning;2
2013-SRZN;bn:00089667v;increasing;1
2013-SRZN;bn:00090161v;missing;1
2013-SRZN;bn:00090224v;position;2
2013-SRZN;bn:00090616v;oversee;1
2013-SRZN;bn:00091136v;offers;1
2013-SRZN;bn:00091198v;oriented;2
2013-SRZN;bn:00092334v;collects;1
2013-SRZN;bn:00093287v;states;1
2013-SRZN;bn:00093512v;serve;1
2013-SRZN;bn:00096151a;able;3
2013-SRZN;bn:00097372a;applicable;2
2013-SRZN;bn:00097800a;classic;2
2013-SRZN;bn:00098101a;basic;1
2013-SRZN;bn:00099030a;bureaucratic;6
2013-SRZN;bn:00099441a;central;3
2013-SRZN;bn:00099443a;centralized;11
2013-SRZN;bn:00099598a;main;8
2013-SRZN;bn:00100144a;complete;2
2013-SRZN;bn:00100333a;organic;1
2013-SRZN;bn:00100485a;corporate;2
2013-SRZN;bn:00100492a;right;1
2013-SRZN;bn:00101635a;shared;1
2013-SRZN;bn:00102336a;equal;1
2013-SRZN;bn:00102871a;federal;1
2013-SRZN;bn:00102874a;federated;1
2013-SRZN;bn:00104134a;heterogeneous;1
2013-SRZN;bn:00104196a;higher;1
2013-SRZN;bn:00104971a;individual;5
2013-SRZN;bn:00105984a;likely;1
2013-SRZN;bn:00107970a;organizational;50
2013-SRZN;bn:00108829a;possible;1
2013-SRZN;bn:00109650a;related;11
2013-SRZN;bn:00109742a;responsible;2
2013-SRZN;bn:00109873a;rigid;1
2013-SRZN;bn:00110401a;senior;2
2013-SRZN;bn:00110423a;separate;2
2013-SRZN;bn:00111131a;standard;1
2013-SRZN;bn:00111133a;standardized;1
2013-SRZN;bn:00111325a;structured;2
2013-SRZN;bn:00112254a;unable;1
2013-SRZN;bn:00114165r;later;1
2013-SRZN;bn:00114778r;usually;1
2013-SRZN;bn:00181492n;structurer;4
2013-SRZN;bn:00247344n;input;1
2013-SRZN;bn:00260850n;matrix manager;3
2013-SRZN;bn:00353055n;quality;3
2013-SRZN;bn:00509456n;enterprise system;1
2013-SRZN;bn:00655130n;enterprise architecture;9
2013-SRZN;bn:00727719n;project sponsor;1
2013-SRZN;bn:00864434n;togaf;25
2013-SRZN;bn:00917886n;kista;1
2013-SRZN;bn:00940403n;enterprise service;1
2013-SRZN;bn:00946287n;engine;7
2013-SRZN;bn:01070624n;architecture domains;1
2013-SRZN;bn:01187943n;culture;1
2013-SRZN;bn:01242027n;boundaryless organizations;1
2013-SRZN;bn:01244302n;description;5
2013-SRZN;bn:01321349n;landscape;2
2013-SRZN;bn:01332106n;trust management;5
2013-SRZN;bn:01338053n;business units;1
2013-SRZN;bn:01531815n;ea ea;1
2013-SRZN;bn:01578534n;benkler;1
2013-SRZN;bn:01585408n;mintzberg;1
2013-SRZN;bn:01618108n;knowledge transfer;1
2013-SRZN;bn:01647738n;tacit knowledge;1
2013-SRZN;bn:01670049n;capability;1
2013-SRZN;bn:01674275n;collaborative network;4
2013-SRZN;bn:01718454n;peer production;10
2013-SRZN;bn:01749337n;peers;6
2013-SRZN;bn:01764447n;segment architecture;5
2013-SRZN;bn:01849259n;gartner;1
2013-SRZN;bn:01858002n;agility;2
2013-SRZN;bn:01878735n;qos;1
2013-SRZN;bn:02014413n;corporate architecture;1
2013-SRZN;bn:02075931n;kickstarter;1
2013-SRZN;bn:02133796n;federal enterprise architecture;2
2013-SRZN;bn:02311308n;federated architecture;2
2013-SRZN;bn:02385467n;transition;3
2013-SRZN;bn:02387665n;collaboration;7
2013-SRZN;bn:02631373n;objectif;2
2013-SRZN;bn:02708132n;public sector;1
2013-SRZN;bn:02788029n;business process;4
2013-SRZN;bn:03086464n;emergence;1
2013-SRZN;bn:03098987n;engineers;2
2013-SRZN;bn:03119617n;flat organizations;2
2013-SRZN;bn:03127800n;management process;3
2013-SRZN;bn:03220560n;social capital;1
2013-SRZN;bn:03231185n;information management;1
2013-SRZN;bn:03232471n;ea frameworks;7
2013-SRZN;bn:03238492n;reference models;3
2013-SRZN;bn:03245111n;target audience;1
2013-SRZN;bn:03245147n;facility management;1
2013-SRZN;bn:03288118n;wikipedia;2
2013-SRZN;bn:03319169n;enterprise architects;1
2013-SRZN;bn:03321325n;valve corporation;1
2013-SRZN;bn:03392320n;open group;3
2013-SRZN;bn:03439996n;organizational structure;26
2013-SRZN;bn:03481460n;virtual collaboration;1
2013-SRZN;bn:03483150n;agile process;1
2013-SRZN;bn:03507965n;systems science;1
2013-SRZN;bn:03609271n;fo;1
2013-SRZN;bn:03617553n;enterprise modeling;1
2013-SRZN;bn:03671411n;zachman framework;11
2013-SRZN;bn:03684673n;best practice;1
2013-SRZN;bn:03711023n;john zachman;1
2013-SRZN;bn:03877516n;customer service;1
2013-SRZN;bn:14041174n;virtual organization;3
2013-SRZN;bn:14456945n;manager;6
2013-SRZN;bn:14498183n;business it alignment;1
2013-SRZN;bn:15125301n;system;12
2013-SRZN;bn:16297210n;organizational units;5
2013-SRZN;bn:16345705n;coopetitions;2
2013-SRZN;bn:17095877n;empirical validation;1
2013-SRZN;bn:17191954n;decentralized decision making;1
2013-TMRW;bn:00000550n;academia;10
2013-TMRW;bn:00000870n;success;1
2013-TMRW;bn:00001296n;addition;2
2013-TMRW;bn:00001426n;governance;1
2013-TMRW;bn:00002179n;target;1
2013-TMRW;bn:00002355n;al;6
2013-TMRW;bn:00005091n;applicant;6
2013-TMRW;bn:00005095n;application;8
2013-TMRW;bn:00005105n;technology;8
2013-TMRW;bn:00005255n;egy;1
2013-TMRW;bn:00005442n;architecture;2
2013-TMRW;bn:00006504n;assets;1
2013-TMRW;bn:00007366n;automation;3
2013-TMRW;bn:00007529n;axioms;1
2013-TMRW;bn:00007985n;study;2
2013-TMRW;bn:00008794n;infrastructure;2
2013-TMRW;bn:00009657n;behavior;1
2013-TMRW;bn:00010248n;bike;1
2013-TMRW;bn:00012681n;head;2
2013-TMRW;bn:00014137n;business;36
2013-TMRW;bn:00015097n;campus;3
2013-TMRW;bn:00016287n;implementation;1
2013-TMRW;bn:00016325n;cartography;10
2013-TMRW;bn:00017124n;core;5
2013-TMRW;bn:00019763n;customer;3
2013-TMRW;bn:00020452n;process;1
2013-TMRW;bn:00021221n;communication;2
2013-TMRW;bn:00021286n;company;1
2013-TMRW;bn:00021497n;software;13
2013-TMRW;bn:00021547n;concept;3
2013-TMRW;bn:00021961n;results;1
2013-TMRW;bn:00022007n;integration;1
2013-TMRW;bn:00022095n;consumer;1
2013-TMRW;bn:00022227n;contract;3
2013-TMRW;bn:00022467n;coordinator;1
2013-TMRW;bn:00023853n;criteria;1
2013-TMRW;bn:00024712n;network;1
2013-TMRW;bn:00025331n;information systems;3
2013-TMRW;bn:00025333n;database;3
2013-TMRW;bn:00025928n;definition;2
2013-TMRW;bn:00026310n;departments;1
2013-TMRW;bn:00026554n;desk;1
2013-TMRW;bn:00026980n;education;1
2013-TMRW;bn:00027375n;directory;2
2013-TMRW;bn:00027718n;thesis;1
2013-TMRW;bn:00027976n;physician;2
2013-TMRW;bn:00027997n;doctoral program;7
2013-TMRW;bn:00028142n;domain;2
2013-TMRW;bn:00029806n;student;15
2013-TMRW;bn:00029899n;effort;2
2013-TMRW;bn:00030192n;electricity;1
2013-TMRW;bn:00030721n;goal;5
2013-TMRW;bn:00030933n;recruitment;9
2013-TMRW;bn:00031009n;initiative;3
2013-TMRW;bn:00032060n;evolution;4
2013-TMRW;bn:00032089n;exam;1
2013-TMRW;bn:00032100n;example;2
2013-TMRW;bn:00032306n;experience;1
2013-TMRW;bn:00032685n;faculty;4
2013-TMRW;bn:00033729n;way;2
2013-TMRW;bn:00033948n;feedback;1
2013-TMRW;bn:00034369n;fig;3
2013-TMRW;bn:00036202n;france;1
2013-TMRW;bn:00036821n;gs;1
2013-TMRW;bn:00036836n;functionality;5
2013-TMRW;bn:00037180n;game;1
2013-TMRW;bn:00041942n;group;1
2013-TMRW;bn:00042833n;human resources;1
2013-TMRW;bn:00042931n;hard copy;1
2013-TMRW;bn:00043634n;help desk;1
2013-TMRW;bn:00044017n;hierarchy;1
2013-TMRW;bn:00044576n;man;1
2013-TMRW;bn:00046516n;individuals;4
2013-TMRW;bn:00046705n;information;7
2013-TMRW;bn:00046713n;information technology;1
2013-TMRW;bn:00046867n;inscription;1
2013-TMRW;bn:00046952n;institute;1
2013-TMRW;bn:00047012n;electronic chip;1
2013-TMRW;bn:00047017n;integrity;1
2013-TMRW;bn:00047021n;reason;1
2013-TMRW;bn:00047172n;site;6
2013-TMRW;bn:00047238n;interview;6
2013-TMRW;bn:00047358n;investments;1
2013-TMRW;bn:00048242n;problem;1
2013-TMRW;bn:00049551n;lab;8
2013-TMRW;bn:00049573n;project;13
2013-TMRW;bn:00049910n;language;1
2013-TMRW;bn:00050233n;lausanne;1
2013-TMRW;bn:00050485n;lecturers;1
2013-TMRW;bn:00052815n;post;3
2013-TMRW;bn:00053116n;management;9
2013-TMRW;bn:00053723n;management training;1
2013-TMRW;bn:00053823n;change;4
2013-TMRW;bn:00054633n;methodology;1
2013-TMRW;bn:00056443n;interpretation;3
2013-TMRW;bn:00057017n;environment;3
2013-TMRW;bn:00058285n;number;2
2013-TMRW;bn:00059480n;organizations;10
2013-TMRW;bn:00059953n;owner;6
2013-TMRW;bn:00061119n;payment;1
2013-TMRW;bn:00061450n;people;13
2013-TMRW;bn:00061826n;request;1
2013-TMRW;bn:00061855n;ph;2
2013-TMRW;bn:00062759n;plan;1
2013-TMRW;bn:00062760n;plan of action;1
2013-TMRW;bn:00062900n;platform;1
2013-TMRW;bn:00063759n;post doc;1
2013-TMRW;bn:00064601n;professor;10
2013-TMRW;bn:00064728n;validation;3
2013-TMRW;bn:00064912n;providers;1
2013-TMRW;bn:00067280n;research;4
2013-TMRW;bn:00067500n;return of investments;1
2013-TMRW;bn:00068233n;room;2
2013-TMRW;bn:00069579n;strategy;34
2013-TMRW;bn:00070651n;service;11
2013-TMRW;bn:00070697n;set;2
2013-TMRW;bn:00070912n;shares;1
2013-TMRW;bn:00071216n;workshops;9
2013-TMRW;bn:00075722n;synergy;2
2013-TMRW;bn:00075760n;thermodynamic system;1
2013-TMRW;bn:00077270n;time;2
2013-TMRW;bn:00077585n;tool;20
2013-TMRW;bn:00080772n;www;3
2013-TMRW;bn:00081569n;work done;1
2013-TMRW;bn:00082226v;achieve;3
2013-TMRW;bn:00082553v;changing;3
2013-TMRW;bn:00082705v;employs;1
2013-TMRW;bn:00083184v;existing;1
2013-TMRW;bn:00083240v;related;1
2013-TMRW;bn:00083349v;begins;1
2013-TMRW;bn:00084508v;captured;2
2013-TMRW;bn:00084595v;implemented;1
2013-TMRW;bn:00084904v;contribute;1
2013-TMRW;bn:00084931v;selected;6
2013-TMRW;bn:00085514v;conceptualized;2
2013-TMRW;bn:00085742v;projects;1
2013-TMRW;bn:00086370v;decide;1
2013-TMRW;bn:00086435v;taken for;1
2013-TMRW;bn:00086611v;depicted;1
2013-TMRW;bn:00086833v;elaborate;1
2013-TMRW;bn:00087107v;performed;1
2013-TMRW;bn:00087576v;hiring;2
2013-TMRW;bn:00087587v;enabling;1
2013-TMRW;bn:00087662v;recruit;1
2013-TMRW;bn:00087710v;equip;1
2013-TMRW;bn:00087801v;exchanged;1
2013-TMRW;bn:00087826v;illustrate;5
2013-TMRW;bn:00087942v;face;1
2013-TMRW;bn:00088629v;functioning;1
2013-TMRW;bn:00088724v;generates;2
2013-TMRW;bn:00089575v;identify;1
2013-TMRW;bn:00089808v;interact;1
2013-TMRW;bn:00090493v;lost;1
2013-TMRW;bn:00090590v;make it;1
2013-TMRW;bn:00091028v;needs;10
2013-TMRW;bn:00091185v;optimize;1
2013-TMRW;bn:00091200v;oriented;2
2013-TMRW;bn:00092421v;react;1
2013-TMRW;bn:00092802v;reorganized;1
2013-TMRW;bn:00093574v;sharing;3
2013-TMRW;bn:00096293a;accurate;2
2013-TMRW;bn:00098100a;basic;1
2013-TMRW;bn:00098282a;better;1
2013-TMRW;bn:00099258a;key;11
2013-TMRW;bn:00099598a;main;4
2013-TMRW;bn:00100091a;common;1
2013-TMRW;bn:00101358a;difficult;2
2013-TMRW;bn:00101656a;doctoral;9
2013-TMRW;bn:00101902a;durable;1
2013-TMRW;bn:00102049a;efficient;1
2013-TMRW;bn:00102099a;electronic;1
2013-TMRW;bn:00104386a;human;1
2013-TMRW;bn:00104971a;individual;1
2013-TMRW;bn:00105272a;interdependent;1
2013-TMRW;bn:00105275a;interested;2
2013-TMRW;bn:00107182a;necessary;1
2013-TMRW;bn:00107970a;organizational;10
2013-TMRW;bn:00108829a;possible;1
2013-TMRW;bn:00109346a;ready;1
2013-TMRW;bn:00109560a;recursive;1
2013-TMRW;bn:00109742a;responsible;2
2013-TMRW;bn:00110423a;separate;2
2013-TMRW;bn:00111286a;strategic;1
2013-TMRW;bn:00113459a;usual;1
2013-TMRW;bn:00115235r;particularly;1
2013-TMRW;bn:00115252r;finally;1
2013-TMRW;bn:00136611n;ers;1
2013-TMRW;bn:00137705n;meta;4
2013-TMRW;bn:00142200n;human resources management;1
2013-TMRW;bn:00164048n;resources management;1
2013-TMRW;bn:00181492n;structurer;3
2013-TMRW;bn:00186310n;information exchange;1
2013-TMRW;bn:00222436n;user needs;1
2013-TMRW;bn:00353055n;quality;2
2013-TMRW;bn:00509244n;graphical representation;1
2013-TMRW;bn:00646929n;redundancy;1
2013-TMRW;bn:00655130n;enterprise architecture;1
2013-TMRW;bn:00681272n;virtual private network;2
2013-TMRW;bn:00895785n;personalization;1
2013-TMRW;bn:00912905n;meta model;4
2013-TMRW;bn:00940403n;enterprise service;2
2013-TMRW;bn:00970762n;learning management system;1
2013-TMRW;bn:01058411n;process improvement;6
2013-TMRW;bn:01145672n;academic record;1
2013-TMRW;bn:01157392n;open source;1
2013-TMRW;bn:01158443n;black box;1
2013-TMRW;bn:01188414n;wso2;2
2013-TMRW;bn:01321349n;landscape;2
2013-TMRW;bn:01510781n;management systems;4
2013-TMRW;bn:01567767n;alain wegmann;1
2013-TMRW;bn:01591158n;systems thinking;2
2013-TMRW;bn:01600740n;white box;1
2013-TMRW;bn:01723987n;business strategy;3
2013-TMRW;bn:01740508n;project leader;1
2013-TMRW;bn:01803760n;aries;1
2013-TMRW;bn:01834425n;software development;1
2013-TMRW;bn:01849259n;gartner;1
2013-TMRW;bn:01878735n;qos;3
2013-TMRW;bn:02088783n;depth interview;1
2013-TMRW;bn:02250947n;core business;4
2013-TMRW;bn:02385467n;transition;1
2013-TMRW;bn:02474129n;reference letters;1
2013-TMRW;bn:02706180n;directory service;1
2013-TMRW;bn:02788029n;business process;23
2013-TMRW;bn:02823582n;middleware;2
2013-TMRW;bn:02996754n;cio;1
2013-TMRW;bn:03086504n;complex system;2
2013-TMRW;bn:03101017n;moodle;1
2013-TMRW;bn:03177014n;education research;1
2013-TMRW;bn:03385495n;low level;1
2013-TMRW;bn:03398054n;ments;1
2013-TMRW;bn:03423313n;recommendations;1
2013-TMRW;bn:03581577n;document management;4
2013-TMRW;bn:03585715n;epfl;20
2013-TMRW;bn:03704341n;service systems;1
2013-TMRW;bn:03719298n;service delivery;1
2013-TMRW;bn:03846866n;program director;1
2013-TMRW;bn:03880513n;requirements engineering;1
2013-TMRW;bn:14456945n;manager;2
2013-TMRW;bn:14498183n;business it alignment;1
2013-TMRW;bn:15125301n;system;52
2013-TMRW;bn:15260210n;doctoral school;1
2013-TMRW;bn:15927858n;sharepoint;1
2014-RKPLG;bn:00000670n;availability;3
2014-RKPLG;bn:00000725n;skills;3
2014-RKPLG;bn:00000870n;success;1
